Date,Open,High,Low,Close,Volume,Market_Trend,Año,Rendimiento_%,Volatilidad,Media_Movil_6M,Epoca
2015-07-01,1174.14,1175.0,1069.72,1095.48,1707709.0,ALCISTA,2015,-6.699371454852068,105.27999999999997,1173.0083333333332,2. Recuperación (2012-2019)
2015-08-01,1095.72,1170.01,1080.94,1134.71,2182851.0,BAJISTA,2015,3.558390829774031,89.06999999999994,1159.9966666666667,2. Recuperación (2012-2019)
2015-09-01,1134.6,1156.65,1098.71,1114.47,1913945.0,ALCISTA,2015,-1.7741935483870863,57.940000000000055,1148.48,2. Recuperación (2012-2019)
2015-10-01,1115.56,1191.44,1104.59,1141.74,2073778.0,BAJISTA,2015,2.3468033991896506,86.85000000000014,1141.4416666666666,2. Recuperación (2012-2019)
2015-11-01,1141.45,1142.94,1052.67,1064.37,2017243.0,BAJISTA,2015,-6.752814402733379,90.26999999999998,1120.4333333333334,2. Recuperación (2012-2019)
2015-12-01,1064.81,1088.78,1046.23,1060.81,2275284.0,ALCISTA,2015,-0.3756538725218584,42.549999999999955,1101.93,2. Recuperación (2012-2019)
2016-01-01,1064.88,1127.94,1061.66,1117.99,2991334.0,ALCISTA,2016,4.987416422507691,66.27999999999997,1105.6816666666666,2. Recuperación (2012-2019)
2016-02-01,1115.86,1263.34,1115.86,1175.2150000000001,3295834.0,ALCISTA,2016,5.319215672216967,147.48000000000002,1112.4325,2. Recuperación (2012-2019)
2016-03-01,1239.05,1283.36,1208.15,1232.44,2329473.0,BAJISTA,2016,-0.5334732254549777,75.20999999999981,1132.0941666666668,2. Recuperación (2012-2019)
2016-04-01,1231.56,1296.62,1208.93,1293.68,1745947.0,ALCISTA,2016,5.044009224073543,87.68999999999983,1157.4175000000002,2. Recuperación (2012-2019)
2016-05-01,1292.65,1303.65,1199.62,1215.08,1994379.0,ALCISTA,2016,-6.0008509650717645,104.0300000000002,1182.5358333333334,2. Recuperación (2012-2019)
2016-06-01,1216.02,1358.25,1205.91,1321.58,2355686.0,BAJISTA,2016,8.680778276673076,152.33999999999992,1225.9975000000002,2. Recuperación (2012-2019)
2016-07-01,1322.58,1375.05,1310.77,1351.11,3166486.0,ALCISTA,2016,2.1571473937304337,64.27999999999997,1264.8508333333334,2. Recuperación (2012-2019)
2016-08-01,1350.61,1367.21,1304.16,1308.81,2591539.0,BAJISTA,2016,-3.094897860966523,63.049999999999955,1287.1166666666666,2. Recuperación (2012-2019)
2016-09-01,1309.79,1352.51,1302.41,1315.89,2290565.0,BAJISTA,2016,0.46572351292956404,50.09999999999991,1301.0249999999999,2. Recuperación (2012-2019)
2016-10-01,1317.19,1319.52,1241.3,1276.87,2131220.0,DESCONOCIDO,2016,-3.061061805813904,78.22000000000003,1298.2233333333331,2. Recuperación (2012-2019)
2016-11-01,1276.63,1337.16,1170.11,1172.62,3212423.0,BAJISTA,2016,-8.147231382624582,167.05000000000018,1291.1466666666668,2. Recuperación (2012-2019)
2016-12-01,1173.73,1187.93,1122.62,1151.32,2214374.0,ALCISTA,2016,-1.909297709013153,65.31000000000017,1262.7699999999998,2. Recuperación (2012-2019)
2017-01-01,1151.67,1219.4,1145.95,1210.36,2743673.0,DESCONOCIDO,2017,5.096077869528582,73.45000000000005,1239.3116666666665,2. Recuperación (2012-2019)
2017-02-01,1210.48,1263.79,1198.1,1248.0,2321136.0,BAJISTA,2017,3.099596854140505,65.69000000000005,1229.1766666666665,2. Recuperación (2012-2019)
2017-03-01,1248.5,1260.97,1194.91,1248.96,1877001.0,DESCONOCIDO,2017,0.03684421305566971,66.05999999999995,1218.0216666666665,2. Recuperación (2012-2019)
2017-04-01,1247.94,1295.45,1243.65,1267.99,1535729.0,,2017,1.606647755501062,51.799999999999955,1216.5416666666667,2. Recuperación (2012-2019)
2017-05-01,1268.56,1274.08,1214.23,1268.7,1594868.0,BAJISTA,2017,0.011036135460687713,59.84999999999991,1232.555,2. Recuperación (2012-2019)
2017-06-01,1268.67,1296.01,1236.01,1241.43,1503081.0,ALCISTA,2017,-2.147130459457543,60.0,1247.5733333333335,2. Recuperación (2012-2019)
2017-07-01,1242.12,1271.04,1204.81,1269.37,1426449.0,ALCISTA,2017,2.193829903713007,66.23000000000002,1257.4083333333333,2. Recuperación (2012-2019)
2017-08-01,1269.47,1325.94,1251.44,1321.41,1791081.0,,2017,4.091471243904941,74.5,1269.6433333333334,2. Recuperación (2012-2019)
2017-09-01,1321.85,1357.42,1275.92,1279.37,1764162.0,BAJISTA,2017,-3.2136778000529573,81.5,1274.7116666666666,2. Recuperación (2012-2019)
2017-10-01,1278.95,1305.91,1260.54,1271.0,2710010.0,,2017,-0.6216036592517336,45.37000000000012,1275.2133333333334,2. Recuperación (2012-2019)
2017-11-01,1270.32,1299.08,1265.37,1274.7,3578014.0,,2017,0.3447950122803789,33.710000000000036,1276.2133333333334,2. Recuperación (2012-2019)
2017-12-01,1275.02,1307.41,1236.37,1302.33,2762608.0,DESCONOCIDO,2017,2.14192718545591,71.04000000000019,1286.3633333333332,2. Recuperación (2012-2019)
2018-01-01,1309.81,1365.92,1305.7,1344.94,3732780.0,ALCISTA,2018,2.68206839159879,60.22000000000003,1298.9583333333333,2. Recuperación (2012-2019)
2018-02-01,1343.39,1361.69,1307.04,1318.08,3816827.0,ALCISTA,2018,-1.8840396310825724,54.65000000000009,1298.4033333333334,2. Recuperación (2012-2019)
2018-03-01,1319.02,1356.84,1302.76,1325.04,3292903.0,ALCISTA,2018,0.4563994480750847,54.07999999999993,1306.015,2. Recuperación (2012-2019)
2018-04-01,1325.8,1365.2,1310.18,1314.98,3197286.0,,2018,-0.8161110273042643,55.01999999999998,1313.345,2. Recuperación (2012-2019)
2018-05-01,1316.11,1325.9,1282.0,1298.24,3318497.0,BAJISTA,2018,-1.357789242540509,43.90000000000009,1317.2683333333334,2. Recuperación (2012-2019)
2018-06-01,1298.89,1309.28,1245.84,1252.74,2229431.0,ALCISTA,2018,-3.553033744196975,63.440000000000055,1309.0033333333333,2. Recuperación (2012-2019)
2018-07-01,1252.73,1265.84,1211.45,1223.94,2127288.0,BAJISTA,2018,-2.2981807731913473,54.38999999999987,1288.8366666666666,2. Recuperación (2012-2019)
2018-08-01,1224.13,1224.76,1160.07,1200.78,1732549.0,BAJISTA,2018,-1.9074771470350482,64.69000000000005,1269.2866666666666,2. Recuperación (2012-2019)
2018-09-01,1200.68,1212.6,1180.66,1191.51,1383329.0,BAJISTA,2018,-0.763733884132331,31.939999999999827,1247.0316666666665,2. Recuperación (2012-2019)
2018-10-01,1191.89,1243.36,1183.16,1214.48,1418356.0,DESCONOCIDO,2018,1.8953091308761643,60.19999999999982,1230.2816666666668,2. Recuperación (2012-2019)
2018-11-01,1215.3,1237.33,1196.21,1221.96,1271883.0,ALCISTA,2018,0.5480128363367137,41.11999999999989,1217.5683333333334,2. Recuperación (2012-2019)
2018-12-01,1222.91,1284.02,1221.25,1279.48,1119332.0,,2018,4.6258514526825305,62.76999999999998,1222.0249999999999,2. Recuperación (2012-2019)
2019-01-01,1282.21,1326.25,1276.54,1321.05,883441.0,ALCISTA,2019,3.0291449918500026,49.710000000000036,1238.21,2. Recuperación (2012-2019)
2019-02-01,1320.95,1346.66,1302.34,1313.08,726345.0,BAJISTA,2019,-0.595783337749356,44.320000000000164,1256.9266666666665,2. Recuperación (2012-2019)
2019-03-01,1314.15,1324.49,1280.77,1292.16,787302.0,DESCONOCIDO,2019,-1.6733249629037785,43.72000000000003,1273.7016666666666,2. Recuperación (2012-2019)
2019-04-01,1292.15,1310.53,1266.21,1283.29,666652.0,BAJISTA,2019,-0.6856789072476204,44.319999999999936,1285.1699999999998,2. Recuperación (2012-2019)
2019-05-01,1283.13,1306.92,1266.2,1305.13,875962.0,ALCISTA,2019,1.7145573714276805,40.72000000000003,1299.0316666666665,2. Recuperación (2012-2019)
2019-06-01,1306.59,1439.21,1306.49,1409.91,1412928.0,DESCONOCIDO,2019,7.907606823869781,132.72000000000003,1320.7700000000002,2. Recuperación (2012-2019)
2019-07-01,1391.67,1452.92,1381.66,1412.23,1461899.0,ALCISTA,2019,1.4773617308701017,71.25999999999999,1335.9666666666667,2. Recuperación (2012-2019)
2019-08-01,1415.85,1555.21,1400.44,1520.55,2145213.0,ALCISTA,2019,7.394851149486178,154.76999999999998,1370.545,2. Recuperación (2012-2019)
2019-09-01,1529.39,1556.98,1464.43,1472.29,1695526.0,ALCISTA,2019,-3.7335146692472247,92.54999999999995,1400.5666666666666,2. Recuperación (2012-2019)
2019-10-01,1472.93,1519.48,1459.03,1512.13,1931435.0,ALCISTA,2019,2.661362047076239,60.450000000000045,1438.7066666666667,2. Recuperación (2012-2019)
2019-11-01,1512.49,1516.09,1445.57,1463.83,1475227.0,BAJISTA,2019,-3.217211353463499,70.51999999999998,1465.1566666666668,2. Recuperación (2012-2019)
2019-12-01,1462.43,1525.23,1453.89,1520.46,1238302.0,ALCISTA,2019,3.9680531717757415,71.33999999999992,1483.5816666666667,2. Recuperación (2012-2019)
2020-01-01,1520.26,1611.35,1518.38,1588.83,1852130.0,,2020,4.510412692565741,92.9699999999998,1513.015,3. Pandemia/Inflación (2020-2026)
2020-02-01,1588.65,1689.25,1547.38,1584.7,2034241.0,DESCONOCIDO,2020,-0.24863878135524156,141.8699999999999,1523.7066666666667,3. Pandemia/Inflación (2020-2026)
2020-03-01,1581.79,1703.44,1451.13,1576.78,2872469.0,DESCONOCIDO,2020,-0.31672978081793357,252.30999999999995,1541.1216666666667,3. Pandemia/Inflación (2020-2026)
2020-04-01,1571.41,1747.4,1569.33,1685.98,2334978.0,BAJISTA,2020,7.29090434705137,178.07000000000016,1570.0966666666666,3. Pandemia/Inflación (2020-2026)
2020-05-01,1686.02,1765.08,1670.4,1730.41,2327555.0,,2020,2.6328276058409807,94.67999999999984,1614.5266666666666,3. Pandemia/Inflación (2020-2026)
2020-06-01,1735.4,1785.94,1670.55,1780.54,1973959.0,ALCISTA,2020,2.6011294226114945,115.3900000000001,1657.8733333333332,3. Pandemia/Inflación (2020-2026)
2020-07-01,1781.61,1983.97,1757.43,1975.02,2029914.0,ALCISTA,2020,10.855911226362677,226.53999999999996,1722.2383333333335,3. Pandemia/Inflación (2020-2026)
2020-08-01,1983.53,2074.87,1862.58,1968.22,3067529.0,,2020,-0.7718562361043163,212.28999999999996,1786.158333333333,3. Pandemia/Inflación (2020-2026)
2020-09-01,1968.35,1992.29,1848.75,1885.23,2676723.0,ALCISTA,2020,-4.22282622501079,143.53999999999996,1837.5666666666666,3. Pandemia/Inflación (2020-2026)
2020-10-01,1887.32,1933.18,1859.92,1878.37,2045237.0,,2020,-0.47421740881249846,73.25999999999999,1869.631666666667,3. Pandemia/Inflación (2020-2026)
2020-11-01,1879.27,1965.46,1764.38,1777.64,2182544.0,BAJISTA,2020,-5.407950959681147,201.07999999999993,1877.5033333333333,3. Pandemia/Inflación (2020-2026)
2020-12-01,1776.97,1906.7,1775.74,1893.43,1854876.0,DESCONOCIDO,2020,6.553852906914582,130.96000000000004,1896.3183333333334,3. Pandemia/Inflación (2020-2026)
2021-01-01,1909.07,1959.29,1810.29,1847.59,2484243.0,BAJISTA,2021,-3.2204162236062595,149.0,1875.08,3. Pandemia/Inflación (2020-2026)
2021-02-01,1855.57,1871.78,1717.18,1733.84,3066643.0,,2021,-6.560248333396208,154.5999999999999,1836.0166666666667,3. Pandemia/Inflación (2020-2026)
2021-03-01,1737.79,1759.89,1676.82,1707.7,3419255.0,DESCONOCIDO,2021,-1.7315095609941316,83.07000000000016,1806.4283333333333,3. Pandemia/Inflación (2020-2026)
2021-04-01,1707.4,1797.88,1705.76,1768.97,2198452.0,ALCISTA,2021,3.6060677052828822,92.12000000000012,1788.195,3. Pandemia/Inflación (2020-2026)
2021-05-01,1766.81,1912.74,1766.04,1906.62,2470134.0,BAJISTA,2021,7.913131576117406,146.70000000000005,1809.6916666666666,3. Pandemia/Inflación (2020-2026)
2021-06-01,1907.26,1916.58,1750.69,1769.65,2518746.0,BAJISTA,2021,-7.2150624456025865,165.88999999999987,1789.0616666666667,3. Pandemia/Inflación (2020-2026)
2021-07-01,1770.03,1834.07,1765.64,1814.28,1874460.0,BAJISTA,2021,2.4999576278368165,68.42999999999984,1783.51,3. Pandemia/Inflación (2020-2026)
2021-08-01,1814.6,1831.65,1683.2,1814.26,1768243.0,ALCISTA,2021,-0.01873691171607617,148.45000000000005,1796.9133333333332,3. Pandemia/Inflación (2020-2026)
2021-09-01,1814.47,1833.95,1721.65,1757.16,1693694.0,ALCISTA,2021,-3.1584980738176958,112.29999999999995,1805.1566666666665,3. Pandemia/Inflación (2020-2026)
2021-10-01,1755.82,1813.79,1745.95,1782.98,1982772.0,BAJISTA,2021,1.5468556002323748,67.83999999999992,1807.4916666666668,3. Pandemia/Inflación (2020-2026)
2021-11-01,1783.36,1877.23,1758.07,1774.43,1999564.0,ALCISTA,2021,-0.5007401758478286,119.16000000000008,1785.46,3. Pandemia/Inflación (2020-2026)
2021-12-01,1775.91,1828.08,1752.34,1827.95,1868318.0,ALCISTA,2021,2.9303286765658147,75.74000000000001,1795.1766666666665,3. Pandemia/Inflación (2020-2026)
2022-01-01,1830.63,1853.9,1780.3,1796.88,2198760.0,DESCONOCIDO,2022,-1.8436276036118713,73.60000000000014,1792.2766666666666,3. Pandemia/Inflación (2020-2026)
2022-02-01,1797.51,1974.52,1788.66,1908.26,2363392.0,ALCISTA,2022,6.161300910704251,185.8599999999999,1807.9433333333334,3. Pandemia/Inflación (2020-2026)
2022-03-01,1908.3,2070.3,1890.02,1936.88,2670176.0,ALCISTA,2022,1.4976680815385504,180.2800000000002,1837.8966666666668,3. Pandemia/Inflación (2020-2026)
2022-04-01,1937.15,1998.43,1872.04,1896.42,2327027.0,ALCISTA,2022,-2.1025733680923016,126.3900000000001,1856.8033333333335,3. Pandemia/Inflación (2020-2026)
2022-05-01,1899.29,1909.77,1786.84,1838.26,2342503.0,ALCISTA,2022,-3.213306024882981,122.93000000000006,1867.4416666666668,3. Pandemia/Inflación (2020-2026)
2022-06-01,1836.74,1862.0149999999999,1802.75,1807.16,2067854.0,ALCISTA,2022,-1.610462014220844,59.26499999999987,1863.9766666666667,3. Pandemia/Inflación (2020-2026)
2022-07-01,1806.65,1814.26,1680.84,1766.0,2240401.0,ALCISTA,2022,-2.2500207566490515,133.42000000000007,1858.83,3. Pandemia/Inflación (2020-2026)
2022-08-01,1764.75,1807.87,1709.57,1710.99,2403241.0,BAJISTA,2022,-3.046323841903952,98.29999999999995,1825.9516666666668,3. Pandemia/Inflación (2020-2026)
2022-09-01,1711.05,1735.13,1614.81,1660.79,2857629.0,,2022,-2.9373776336167845,120.32000000000016,1779.9366666666665,3. Pandemia/Inflación (2020-2026)
2022-10-01,1663.22,1729.49,1617.29,1633.56,2980408.0,ALCISTA,2022,-1.783287839251577,112.20000000000005,1736.1266666666668,3. Pandemia/Inflación (2020-2026)
2022-11-01,1632.86,1786.57,1616.72,1768.39,3166838.0,BAJISTA,2022,8.300160454662384,169.8499999999999,1724.4816666666666,3. Pandemia/Inflación (2020-2026)
2022-12-01,1769.08,1833.63,1765.85,1824.2,2930818.0,ALCISTA,2022,3.115743776426172,67.7800000000002,1727.3216666666667,3. Pandemia/Inflación (2020-2026)
2023-01-01,1826.57,1949.09,1823.52,1928.1,3020213.0,ALCISTA,2023,5.558505833337894,125.56999999999994,1754.3383333333331,3. Pandemia/Inflación (2020-2026)
2023-02-01,1928.01,1959.68,1804.69,1826.5,2704581.0,,2023,-5.26501418561107,154.99,1773.5900000000001,3. Pandemia/Inflación (2020-2026)
2023-03-01,1826.61,2009.8,1809.41,1969.41,3533178.0,BAJISTA,2023,7.817760769950903,200.38999999999987,1825.0266666666666,3. Pandemia/Inflación (2020-2026)
2023-04-01,1967.06,2048.67,1949.76,1989.55,2821443.0,BAJISTA,2023,1.1433306559027183,98.91000000000008,1884.3583333333333,3. Pandemia/Inflación (2020-2026)
2023-05-01,1989.54,2066.81,1932.05,1962.6,3156798.0,BAJISTA,2023,-1.354081848065385,134.76,1916.7266666666667,3. Pandemia/Inflación (2020-2026)
2023-06-01,1963.16,1983.48,1892.95,1919.17,2711053.0,BAJISTA,2023,-2.240775076916808,90.52999999999997,1932.555,3. Pandemia/Inflación (2020-2026)
2023-07-01,1918.6,1987.43,1902.59,1965.52,2959506.0,BAJISTA,2023,2.4455332012926134,84.84000000000015,1938.7916666666667,3. Pandemia/Inflación (2020-2026)
2023-08-01,1965.68,1965.98,1884.81,1940.06,2770295.0,BAJISTA,2023,-1.3033657563794776,81.17000000000007,1957.7183333333332,3. Pandemia/Inflación (2020-2026)
2023-09-01,1940.01,1953.02,1846.33,1848.74,2372155.0,,2023,-4.704614924665336,106.69000000000005,1937.6066666666666,3. Pandemia/Inflación (2020-2026)
2023-10-01,1846.45,2009.47,1810.47,1983.97,3977971.0,ALCISTA,2023,7.447805247908147,199.0,1936.6766666666665,3. Pandemia/Inflación (2020-2026)
2023-11-01,1983.46,2051.99,1931.6,2036.09,2874227.0,BAJISTA,2023,2.653443981728892,120.38999999999987,1948.925,3. Pandemia/Inflación (2020-2026)
2023-12-01,2036.83,2144.77,1973.0,2062.67,3733975.0,DESCONOCIDO,2023,1.2686380306653058,171.76999999999998,1972.8416666666665,3. Pandemia/Inflación (2020-2026)
2024-01-01,2062.91,2078.99,2001.68,2039.2,9462063.0,BAJISTA,2024,-1.1493472812677146,77.30999999999972,1985.1216666666667,3. Pandemia/Inflación (2020-2026)
2024-02-01,2038.97,2065.54,1984.03,2044.12,3923933.0,ALCISTA,2024,0.25257850777597823,81.50999999999999,2002.465,3. Pandemia/Inflación (2020-2026)
2024-03-01,2043.77,2236.18,2038.92,2232.88,2036876.0,ALCISTA,2024,9.252998135798066,197.25999999999976,2066.4883333333332,3. Pandemia/Inflación (2020-2026)
2024-04-01,2241.94,2431.44,2228.51,2286.3,2103747.0,DESCONOCIDO,2024,1.978643496257711,202.92999999999984,2116.8766666666666,3. Pandemia/Inflación (2020-2026)
2024-05-01,2286.76,2450.07,2277.38,2327.46,1802321.0,ALCISTA,2024,1.779810736588003,172.69000000000005,2165.4383333333335,3. Pandemia/Inflación (2020-2026)
2024-06-01,2328.79,2387.69,2286.71,2326.4,1600425.0,ALCISTA,2024,-0.10262840359155925,100.98000000000002,2209.3933333333334,3. Pandemia/Inflación (2020-2026)
2024-07-01,2326.9,2483.54,2318.5,2447.24,2935642.0,BAJISTA,2024,5.171687653100678,165.03999999999996,2277.4,3. Pandemia/Inflación (2020-2026)
2024-08-01,2448.53,2531.53,2364.06,2503.35,4241070.0,BAJISTA,2024,2.2388943570223647,167.47000000000025,2353.9383333333335,3. Pandemia/Inflación (2020-2026)
2024-09-01,2502.34,2685.44,2471.77,2634.53,3855232.0,ALCISTA,2024,5.282655434513297,213.67000000000007,2420.8799999999997,3. Pandemia/Inflación (2020-2026)
2024-10-01,2634.35,2790.09,2604.77,2743.77,2334414.0,BAJISTA,2024,4.153586273653845,185.32000000000016,2497.125,3. Pandemia/Inflación (2020-2026)
2024-11-01,2743.91,2762.26,2536.77,2650.33,2038941.0,ALCISTA,2024,-3.4104617133943873,225.49000000000024,2550.936666666667,3. Pandemia/Inflación (2020-2026)
2024-12-01,2652.01,2726.15,2582.92,2624.61,1773835.0,BAJISTA,2024,-1.0331786079238046,143.23000000000002,2600.6383333333333,3. Pandemia/Inflación (2020-2026)
2025-01-01,2624.48,2817.23,2614.45,2798.47,1841967.0,BAJISTA,2025,6.629503749314142,202.7800000000002,2659.1766666666667,3. Pandemia/Inflación (2020-2026)
2025-02-01,2804.21,2956.18,2772.17,2859.06,1793309.0,BAJISTA,2025,1.9559876043520248,184.00999999999976,2718.4616666666666,3. Pandemia/Inflación (2020-2026)
2025-03-01,2857.88,3127.94,2857.88,3123.96,1668364.0,ALCISTA,2025,9.310397917337324,270.05999999999995,2800.0333333333333,3. Pandemia/Inflación (2020-2026)
2025-04-01,3123.22,3499.98,2956.26,3288.27,2054453.0,DESCONOCIDO,2025,5.284610113920896,543.7199999999998,2890.7833333333333,3. Pandemia/Inflación (2020-2026)
2025-05-01,3288.7,3437.85,3120.78,3288.72,2057339.0,BAJISTA,2025,0.0006081430352413358,317.0699999999997,2997.181666666667,3. Pandemia/Inflación (2020-2026)
2025-06-01,3298.35,3451.23,3248.48,3302.92,1801816.0,ALCISTA,2025,0.13855412554762725,202.75,3110.233333333333,3. Pandemia/Inflación (2020-2026)
2025-07-01,3303.4,3438.77,3268.17,3290.68,1720413.0,BAJISTA,2025,-0.38505781921657245,170.5999999999999,3192.2683333333334,3. Pandemia/Inflación (2020-2026)
2025-08-01,3291.51,3453.88,3281.59,3448.16,1604916.0,ALCISTA,2025,4.759213856254413,172.28999999999996,3290.4516666666664,3. Pandemia/Inflación (2020-2026)
2025-09-01,3445.94,3674.12,3437.12,3642.56,934663.0,ALCISTA,2025,5.705845139497493,237.0,3376.885,3. Pandemia/Inflación (2020-2026)
2025-10-01,4178.85,4381.58,3886.32,4002.06,11673902.0,BAJISTA,2025,-4.230589755554767,495.25999999999976,3495.85,3. Pandemia/Inflación (2020-2026)
2025-11-01,3984.44,4245.4,3928.71,4219.03,13343944.0,ALCISTA,2025,5.8876529700535,316.6899999999996,3650.9016666666666,3. Pandemia/Inflación (2020-2026)
2025-12-01,4223.19,4550.16,4163.26,4318.36,21676813.0,ALCISTA,2025,2.253509787624996,386.89999999999964,3820.1416666666664,3. Pandemia/Inflación (2020-2026)
2026-01-01,4331.66,5597.6,4309.53,4889.48,19361175.0,ALCISTA,2026,12.87774202038017,1288.0700000000006,4086.6083333333336,3. Pandemia/Inflación (2020-2026)
